device;training_samples;validation_samples;test_samples;batch_size;loss_function;random_seed;hidden_layer_size;learning_rate;momentum;epochs;epoch;phase;accuracy;loss;duration
cuda;48000;12000;10000;1024;CrossEntropyLoss();2167;128;0.01;0.5;5;3;TRAIN;69.5%;1.775607;21.269645
cuda;48000;12000;10000;1024;CrossEntropyLoss();2167;128;0.01;0.5;5;3;VAL;71.8%;1.628118;17.453869
cuda;48000;12000;10000;1024;CrossEntropyLoss();2167;128;0.01;0.5;5;4;TRAIN;74.2%;1.476095;18.726145
cuda;48000;12000;10000;1024;CrossEntropyLoss();2167;128;0.01;0.5;5;4;VAL;75.8%;1.337802;17.275638
cuda;48000;12000;10000;1024;CrossEntropyLoss();2167;128;0.01;0.5;5;5;TRAIN;78.0%;1.208690;20.418004
cuda;48000;12000;10000;1024;CrossEntropyLoss();2167;128;0.01;0.5;5;5;VAL;78.8%;1.105698;18.739051
cuda;48000;12000;10000;1024;CrossEntropyLoss();2167;128;0.01;0.5;5;;TEST;80.7%;1.074134;6.956286
cuda;48000;12000;10000;1024;CrossEntropyLoss();2167;128;0.01;0.9;5;1;TRAIN;55.1%;1.993665;22.751864
cuda;48000;12000;10000;1024;CrossEntropyLoss();2167;128;0.01;0.9;5;1;VAL;74.6%;1.449773;19.881527
cuda;48000;12000;10000;1024;CrossEntropyLoss();2167;128;0.01;0.9;5;2;TRAIN;80.8%;0.964527;21.242757
cuda;48000;12000;10000;1024;CrossEntropyLoss();2167;128;0.01;0.9;5;2;VAL;83.7%;0.681363;19.430541
cuda;48000;12000;10000;1024;CrossEntropyLoss();2167;128;0.01;0.9;5;3;TRAIN;85.8%;0.571030;21.650285
cuda;48000;12000;10000;1024;CrossEntropyLoss();2167;128;0.01;0.9;5;3;VAL;86.5%;0.512032;20.198241
cuda;48000;12000;10000;1024;CrossEntropyLoss();2167;128;0.01;0.9;5;4;TRAIN;87.9%;0.462815;21.552658
cuda;48000;12000;10000;1024;CrossEntropyLoss();2167;128;0.01;0.9;5;4;VAL;87.8%;0.443616;19.795738
cuda;48000;12000;10000;1024;CrossEntropyLoss();2167;128;0.01;0.9;5;5;TRAIN;88.8%;0.411989;22.833458
cuda;48000;12000;10000;1024;CrossEntropyLoss();2167;128;0.01;0.9;5;5;VAL;88.7%;0.407508;19.558119
cuda;48000;12000;10000;1024;CrossEntropyLoss();2167;128;0.01;0.9;5;;TEST;89.7%;0.377847;7.164209
cuda;48000;12000;10000;1024;CrossEntropyLoss();2167;128;0.1;0.1;5;1;TRAIN;64.3%;1.703721;22.460098
cuda;48000;12000;10000;1024;CrossEntropyLoss();2167;128;0.1;0.1;5;1;VAL;80.5%;1.008639;18.847862
cuda;48000;12000;10000;1024;CrossEntropyLoss();2167;128;0.1;0.1;5;2;TRAIN;84.2%;0.733058;18.531113
cuda;48000;12000;10000;1024;CrossEntropyLoss();2167;128;0.1;0.1;5;2;VAL;85.7%;0.585386;22.341154
cuda;48000;12000;10000;1024;CrossEntropyLoss();2167;128;0.1;0.1;5;3;TRAIN;87.3%;0.509747;26.899634
cuda;48000;12000;10000;1024;CrossEntropyLoss();2167;128;0.1;0.1;5;3;VAL;87.8%;0.471851;25.797571
cuda;48000;12000;10000;1024;CrossEntropyLoss();2167;128;0.1;0.1;5;4;TRAIN;88.5%;0.431625;22.336332
cuda;48000;12000;10000;1024;CrossEntropyLoss();2167;128;0.1;0.1;5;4;VAL;88.6%;0.418271;19.795894
cuda;48000;12000;10000;1024;CrossEntropyLoss();2167;128;0.1;0.1;5;5;TRAIN;89.4%;0.390675;21.966974
cuda;48000;12000;10000;1024;CrossEntropyLoss();2167;128;0.1;0.1;5;5;VAL;89.2%;0.387862;21.368479
cuda;48000;12000;10000;1024;CrossEntropyLoss();2167;128;0.1;0.1;5;;TEST;90.1%;0.358958;8.564510
cuda;48000;12000;10000;1024;CrossEntropyLoss();2167;128;0.1;0.5;5;1;TRAIN;72.0%;1.359494;22.122971
cuda;48000;12000;10000;1024;CrossEntropyLoss();2167;128;0.1;0.5;5;1;VAL;84.5%;0.646730;21.040537
cuda;48000;12000;10000;1024;CrossEntropyLoss();2167;128;0.1;0.5;5;2;TRAIN;87.1%;0.508184;22.731047
cuda;48000;12000;10000;1024;CrossEntropyLoss();2167;128;0.1;0.5;5;2;VAL;88.1%;0.441695;19.455972
cuda;48000;12000;10000;1024;CrossEntropyLoss();2167;128;0.1;0.5;5;3;TRAIN;89.1%;0.397475;22.218477
cuda;48000;12000;10000;1024;CrossEntropyLoss();2167;128;0.1;0.5;5;3;VAL;89.5%;0.383954;20.710218
cuda;48000;12000;10000;1024;CrossEntropyLoss();2167;128;0.1;0.5;5;4;TRAIN;90.1%;0.354428;22.439382
cuda;48000;12000;10000;1024;CrossEntropyLoss();2167;128;0.1;0.5;5;4;VAL;89.7%;0.353953;20.775495
cuda;48000;12000;10000;1024;CrossEntropyLoss();2167;128;0.1;0.5;5;5;TRAIN;90.8%;0.329648;21.580785
cuda;48000;12000;10000;1024;CrossEntropyLoss();2167;128;0.1;0.5;5;5;VAL;90.3%;0.333016;21.507894
cuda;48000;12000;10000;1024;CrossEntropyLoss();2167;128;0.1;0.5;5;;TEST;91.4%;0.307884;9.032608
cuda;48000;12000;10000;1024;CrossEntropyLoss();2167;128;0.1;0.9;5;1;TRAIN;75.7%;0.891059;23.610868
cuda;48000;12000;10000;1024;CrossEntropyLoss();2167;128;0.1;0.9;5;1;VAL;89.0%;0.381495;20.670250
cuda;48000;12000;10000;1024;CrossEntropyLoss();2167;128;0.1;0.9;5;2;TRAIN;90.8%;0.322132;24.060067
cuda;48000;12000;10000;1024;CrossEntropyLoss();2167;128;0.1;0.9;5;2;VAL;90.7%;0.313481;25.054800
cuda;48000;12000;10000;1024;CrossEntropyLoss();2167;128;0.1;0.9;5;3;TRAIN;92.5%;0.266292;25.676809
cuda;48000;12000;10000;1024;CrossEntropyLoss();2167;128;0.1;0.9;5;3;VAL;92.3%;0.267692;21.489321
cuda;48000;12000;10000;1024;CrossEntropyLoss();2167;128;0.1;0.9;5;4;TRAIN;93.5%;0.228631;22.748649
cuda;48000;12000;10000;1024;CrossEntropyLoss();2167;128;0.1;0.9;5;4;VAL;93.0%;0.240395;20.228915
cuda;48000;12000;10000;1024;CrossEntropyLoss();2167;128;0.1;0.9;5;5;TRAIN;94.4%;0.199656;22.487650
cuda;48000;12000;10000;1024;CrossEntropyLoss();2167;128;0.1;0.9;5;5;VAL;94.1%;0.204837;21.673904
cuda;48000;12000;10000;1024;CrossEntropyLoss();2167;128;0.1;0.9;5;;TEST;94.6%;0.186792;8.847670
cuda;48000;12000;10000;1024;CrossEntropyLoss();2167;128;0.5;0.1;5;1;TRAIN;76.8%;0.856935;22.598445
cuda;48000;12000;10000;1024;CrossEntropyLoss();2167;128;0.5;0.1;5;1;VAL;89.0%;0.390905;20.472065
cuda;48000;12000;10000;1024;CrossEntropyLoss();2167;128;0.5;0.1;5;2;TRAIN;89.9%;0.346964;22.600732
cuda;48000;12000;10000;1024;CrossEntropyLoss();2167;128;0.5;0.1;5;2;VAL;90.5%;0.317165;19.521391
cuda;48000;12000;10000;1024;CrossEntropyLoss();2167;128;0.5;0.1;5;3;TRAIN;92.0%;0.281886;20.161521
cuda;48000;12000;10000;1024;CrossEntropyLoss();2167;128;0.5;0.1;5;3;VAL;92.0%;0.271421;18.838766
cuda;48000;12000;10000;1024;CrossEntropyLoss();2167;128;0.5;0.1;5;4;TRAIN;93.0%;0.248390;21.319769
cuda;48000;12000;10000;1024;CrossEntropyLoss();2167;128;0.5;0.1;5;4;VAL;92.8%;0.243778;20.996924
cuda;48000;12000;10000;1024;CrossEntropyLoss();2167;128;0.5;0.1;5;5;TRAIN;93.8%;0.220053;22.411765
cuda;48000;12000;10000;1024;CrossEntropyLoss();2167;128;0.5;0.1;5;5;VAL;93.6%;0.224069;19.930230
cuda;48000;12000;10000;1024;CrossEntropyLoss();2167;128;0.5;0.1;5;;TEST;94.2%;0.202620;9.103120
cuda;48000;12000;10000;1024;CrossEntropyLoss();2167;128;0.5;0.5;5;1;TRAIN;81.7%;0.669690;26.698532
cuda;48000;12000;10000;1024;CrossEntropyLoss();2167;128;0.5;0.5;5;1;VAL;89.6%;0.342692;23.471343
cuda;48000;12000;10000;1024;CrossEntropyLoss();2167;128;0.5;0.5;5;2;TRAIN;91.7%;0.289870;20.167914
cuda;48000;12000;10000;1024;CrossEntropyLoss();2167;128;0.5;0.5;5;2;VAL;92.1%;0.267683;19.483016
cuda;48000;12000;10000;1024;CrossEntropyLoss();2167;128;0.5;0.5;5;3;TRAIN;93.3%;0.233369;21.558659
cuda;48000;12000;10000;1024;CrossEntropyLoss();2167;128;0.5;0.5;5;3;VAL;93.5%;0.226055;19.428576
cuda;48000;12000;10000;1024;CrossEntropyLoss();2167;128;0.5;0.5;5;4;TRAIN;94.4%;0.197959;19.610104
cuda;48000;12000;10000;1024;CrossEntropyLoss();2167;128;0.5;0.5;5;4;VAL;94.3%;0.196260;17.695197
cuda;48000;12000;10000;1024;CrossEntropyLoss();2167;128;0.5;0.5;5;5;TRAIN;95.2%;0.171121;17.312666
cuda;48000;12000;10000;1024;CrossEntropyLoss();2167;128;0.5;0.5;5;5;VAL;94.9%;0.180948;16.251835
cuda;48000;12000;10000;1024;CrossEntropyLoss();2167;128;0.5;0.5;5;;TEST;95.2%;0.165176;5.193114
cuda;48000;12000;10000;1024;CrossEntropyLoss();2167;128;0.5;0.9;5;1;TRAIN;80.9%;0.670440;17.526899
cuda;48000;12000;10000;1024;CrossEntropyLoss();2167;128;0.5;0.9;5;1;VAL;93.5%;0.221577;16.501937
cuda;48000;12000;10000;1024;CrossEntropyLoss();2167;128;0.5;0.9;5;2;TRAIN;95.0%;0.171956;17.425845
cuda;48000;12000;10000;1024;CrossEntropyLoss();2167;128;0.5;0.9;5;2;VAL;95.6%;0.153063;16.418636
cuda;48000;12000;10000;1024;CrossEntropyLoss();2167;128;0.5;0.9;5;3;TRAIN;96.4%;0.119938;17.476141
cuda;48000;12000;10000;1024;CrossEntropyLoss();2167;128;0.5;0.9;5;3;VAL;95.9%;0.138625;16.353616
cuda;48000;12000;10000;1024;CrossEntropyLoss();2167;128;0.5;0.9;5;4;TRAIN;97.2%;0.093689;17.957494
cuda;48000;12000;10000;1024;CrossEntropyLoss();2167;128;0.5;0.9;5;4;VAL;96.7%;0.114565;16.387567
cuda;48000;12000;10000;1024;CrossEntropyLoss();2167;128;0.5;0.9;5;5;TRAIN;97.6%;0.077047;17.688898
cuda;48000;12000;10000;1024;CrossEntropyLoss();2167;128;0.5;0.9;5;5;VAL;96.7%;0.105992;16.375370
cuda;48000;12000;10000;1024;CrossEntropyLoss();2167;128;0.5;0.9;5;;TEST;97.1%;0.095450;5.118096
cuda;48000;12000;10000;1024;CrossEntropyLoss();2167;256;0.01;0.1;5;1;TRAIN;24.2%;2.263942;17.267542
cuda;48000;12000;10000;1024;CrossEntropyLoss();2167;256;0.01;0.1;5;1;VAL;42.0%;2.209926;16.385703
cuda;48000;12000;10000;1024;CrossEntropyLoss();2167;256;0.01;0.1;5;2;TRAIN;53.5%;2.153465;17.444167
cuda;48000;12000;10000;1024;CrossEntropyLoss();2167;256;0.01;0.1;5;2;VAL;62.6%;2.093983;16.284803
cuda;48000;12000;10000;1024;CrossEntropyLoss();2167;256;0.01;0.1;5;3;TRAIN;66.6%;2.024980;17.351277
cuda;48000;12000;10000;1024;CrossEntropyLoss();2167;256;0.01;0.1;5;3;VAL;68.3%;1.954057;17.106244
cuda;48000;12000;10000;1024;CrossEntropyLoss();2167;256;0.01;0.1;5;4;TRAIN;70.5%;1.871453;17.407039
cuda;48000;12000;10000;1024;CrossEntropyLoss();2167;256;0.01;0.1;5;4;VAL;71.2%;1.790388;16.199618
cuda;48000;12000;10000;1024;CrossEntropyLoss();2167;256;0.01;0.1;5;5;TRAIN;72.7%;1.698813;18.901382
cuda;48000;12000;10000;1024;CrossEntropyLoss();2167;256;0.01;0.1;5;5;VAL;73.2%;1.614259;18.115145
cuda;48000;12000;10000;1024;CrossEntropyLoss();2167;256;0.01;0.1;5;;TEST;74.1%;1.593552;6.664012
cuda;48000;12000;10000;1024;CrossEntropyLoss();2167;256;0.01;0.5;5;1;TRAIN;35.3%;2.208858;20.170072
cuda;48000;12000;10000;1024;CrossEntropyLoss();2167;256;0.01;0.5;5;1;VAL;58.1%;2.103145;17.285700
cuda;48000;12000;10000;1024;CrossEntropyLoss();2167;256;0.01;0.5;5;2;TRAIN;66.5%;1.978340;24.134987
cuda;48000;12000;10000;1024;CrossEntropyLoss();2167;256;0.01;0.5;5;2;VAL;72.5%;1.838604;19.025350
cuda;48000;12000;10000;1024;CrossEntropyLoss();2167;256;0.01;0.5;5;3;TRAIN;74.6%;1.682699;19.323340
cuda;48000;12000;10000;1024;CrossEntropyLoss();2167;256;0.01;0.5;5;3;VAL;76.4%;1.526402;19.542649
cuda;48000;12000;10000;1024;CrossEntropyLoss();2167;256;0.01;0.5;5;4;TRAIN;77.6%;1.375686;22.678541
cuda;48000;12000;10000;1024;CrossEntropyLoss();2167;256;0.01;0.5;5;4;VAL;79.1%;1.242690;20.123029
